Actor	Facebook likes	Actor Genre
Christine Lakin	518	Comedy
Thomas Law	55	Action
Jasper Levine	24	Action
Kay Panabaker	720	Comedy
Jay Laga'aia	125	Action
Damien Garvey	37	Action
Tiffany Lamb	16	Action
Geoff Stults	756	Comedy
Brett Cullen	350	Drama
Toby Hemingway	637	Action
Vanessa Lengies	804	Comedy
John Patrick Amedori	733	Comedy
Jake Short	470	Comedy
Samira Wiley	646	Adventure
Tom Bower	107	Drama
Sheryl Lee	2000	Action
Pablo Sevilla	0	Action
Janet Leigh	606	Horror
Vera Miles	332	Horror
John Gavin	285	Horror
Riki Lindhome	490	Comedy
Billy Barty	281	Comedy
John Wood	92	Adventure
Leo McKern	83	Adventure
Jan Hooks	367	Comedy
Steve Guttenberg	801	Comedy
Shengyi Huang	264	Action
Chi Ling Chiu	62	Action
Qiu Yuen	59	Action
Mark Feuerstein	417	Comedy
Sharon Lawrence	215	Comedy
Mustafa Haidari	283	Drama
Khalid Abdalla	161	Drama
Tom Hollander	555	Drama
Kelly Carlson	472	Action
Robert Miano	216	Romance
Zak Orth	153	Comedy
Ronald Reagan	1000	Crime
Bernie Sanders	173	Crime
Carroll Baker	208	Biography
Joe Cole	233	Crime
Lorna Raver	163	Action
Joanne Whalley	507	Comedy
Jacky Ido	80	Action
Sam Lerner	62	Comedy
James Callis	541	Biography
Tiffany Dupont	249	Drama
Nimrat Kaur	85	Drama
Dequina Moore	41	Comedy
Jordan Carlos	31	Comedy
Taylor Cole	969	Action
Nick Gomez	347	Action
Dustin Nguyen	220	Action
Don Stark	181	Action
Melonie Diaz	270	Drama
Christopher Guest	378	Comedy
Sarah Solemani	99	Comedy
Lynn Cohen	474	Comedy
David Ramsey	677	Comedy
Riccardo Scamarcio	580	Drama
James Russo	383	Comedy
Jeff DeRocker	2	Comedy
Edi Gathegi	725	Thriller
Brendan Sexton III	148	Drama
Scott Baio	650	Comedy
Vanessa Angel	384	Comedy
Peter Wingfield	177	Comedy
Susie Essman	99	Action
Gigi Rice	69	Action
Nia Vardalos	567	Comedy
Sammy Davis Jr.	683	Comedy
Ricardo Montalban	641	Comedy
Martin Dew	204	Comedy
Katherine Waterston	178	Mystery
Serena Scott Thomas	175	Comedy
Chris Brown	997	Drama
Caity Lotz	941	Drama
Scott Wolf	376	Crime
Chriss Anglin	885	Comedy
Geoffrey Arend	816	Comedy
Gary Coleman	633	Comedy
Marko Zaror	99	Action
Jackie Burroughs	86	Drama
Kevin Alejandro	1000	Adventure
Lesley Manville	149	Drama
Catherine Lough Haggquist	310	Horror
Darren Shahlavi	294	Horror
Karin Konoval	81	Horror
Charlie Saxton	224	Comedy
Ryan Donowho	181	Drama
Dylan Authors	20	Biography
Bill Lake	18	Biography
Victoria Learn	9	Biography
Tyrone Benskin	228	Biography
Nora Zehetner	446	Drama
Randy Jones	174	Biography
Caitlyn Jenner	161	Biography
Donny Boaz	2000	Biography
Brent Anderson	400	Biography
Damon Wayans	836	Comedy
Guang Li	10	Drama
Matthew Walker	2	Drama
Garrett Clayton	532	Adventure
Toni Braxton	231	Adventure
Melvil Poupaud	188	Drama
Rosalind Ayres	101	Action
Jimmy Jean-Louis	407	Drama
Esai Morales	699	Drama
Yuqi Zhang	33	Comedy
Chi Chung Lam	3	Comedy
Christian Clavier	106	Comedy
Philippe Nahon	56	Comedy
Marie-Anne Chazel	11	Comedy
Laura Spencer	368	Action
Mark Webber	442	Drama
Peter Vaughan	310	Drama
George Coulouris	11	Drama
Ewen Solon	9	Drama
Tom Conti	181	Comedy
Aaron Ashmore	750	Drama
Necar Zadegan	344	Romance
Traci Dinwiddie	281	Romance
Elea Oberon	51	Romance
Sammo Kam-Bo Hung	472	Action
Andy On	60	Action
Mani Bharathi	109	Biography
Michael Lieber	36	Biography
Kevin McGowan	7	Biography
Joey D. Vieira	729	Animation
Maggie Wheeler	282	Animation
Jacqueline Lovell	53	Animation
Alan David	7	Drama
Martina Gedeck	155	Drama
Michael Spears	839	Adventure
Dan Byrd	1000	Comedy
W. Earl Brown	422	Horror
Scatman Crothers	888	Drama
Shelley Duvall	629	Comedy
Joe Turkel	413	Drama
J.J. Cohen	459	Adventure
Eric Mendenhall	607	Comedy
Mary J. Blige	269	Drama
Hope Olaide Wilson	256	Comedy
Kari J. Kramer	731	Action
Erin O'Brien	634	Action
Cabrina Collesides	319	Action
Kelli Barrett	110	Comedy
David Agranov	308	Comedy
David Moscow	306	Comedy
Mem Ferda	31000	Drama
Nicole 'Snooki' Polizzi	341	Comedy
Jenni 'Jwoww' Farley	230	Comedy
Paul 'Pauly D' DelVecchio	211	Comedy
Bunta Sugawara	17	Adventure
Ryûnosuke Kamiki	10	Adventure
Miyu Irino	7	Adventure
Michael Wong	91	Action
Terence Yin	30	Action
Sophie Nélisse	526	Drama
Roger Allam	326	Drama
Katrina Bowden	948	Comedy
Dominique McElligott	356	Comedy
Mel Ferrer	134	Drama
Stephen Boyd	102	Drama
Dante Brown	505	Drama
Darci Kistler	2	Family
Kyra Nichols	0	Family
Margaret Tracey	0	Family
Tracy Letts	85	Drama
Pedro Miguel Arce	233	Horror
Louis Koo	82	Action
Angelica Lee	39	Action
Ching Wan Lau	27	Action
Carla Gallo	798	Comedy
Amy Yasbeck	424	Comedy
Luenell	332	Comedy
Ken Davitian	165	Comedy
Chester	6	Comedy
Raquel Welch	788	Comedy
Alanna Ubach	584	Comedy
JR Bourne	457	Drama
Bree Turner	489	Comedy
Paul Schneider	552	Drama
Sean Patrick Thomas	656	Drama
Louis Mandylor	312	Comedy
Joey Fatone	261	Comedy
Fran Kranz	557	Comedy
Shane Black	1000	Action
Carl Weathers	794	Action
Collins Pennie	458	Horror
Lindsay Duncan	171	Drama
Mario Monicelli	148	Comedy
Melinda Clarke	787	Drama
Andrew Dice Clay	218	Drama
Christian Clemenson	97	Drama
David Alan Basche	68	Drama
Susan Blommaert	64	Drama
Christian Monzon	2000	Drama
Hulk Hogan	844	Action
Barry Bostwick	456	Action
Nicollette Sheridan	341	Action
Chris Brochu	795	Drama
Martin Balsam	191	Comedy
Dan Bakkedahl	59	Comedy
Olivia d'Abo	476	Action
Grace Jones	406	Action
Frank Vincent	356	Drama
Sasha Alexander	980	Drama
Nicholas Rowe	155	Adventure
Roger Ashton-Griffiths	144	Adventure
Freddie Jones	124	Adventure
Susan May Pratt	220	Drama
Ethan Stiefel	111	Drama
Timothée Chalamet	85	Comedy
Corbin Bleu	632	Drama
Kevin G. Schmidt	362	Comedy
Marie Avgeropoulos	800	Comedy
Richard Farnsworth	262	Action
Michael Horse	102	Action
Nancy Allen	517	Mystery
Dennis Franz	376	Mystery
John McMartin	101	Mystery
Rebecca Budig	210	Action
Paul Freeman	193	Crime
Bruce Payne	179	Action
Frankie Valli	197	Comedy
Shelley Long	422	Comedy
Kellie Martin	371	Adventure
Shaun Evans	204	Drama
Juliet Stevenson	202	Drama
David Margulies	567	Romance
Karen Young	67	Drama
Kim Chan	45	Drama
Ralph Richardson	115	Action
Albert Salmi	94	Action
David Masterson	577	Biography
Kerry Condon	416	Biography
Khulan Chuluun	12	Adventure
Honglei Sun	9	Drama
Michael Beck	278	Action
Henry Silva	251	Action
Julie Christie	597	Drama
Suzie Steen	258	Biography
Aden Young	238	Biography
Paul Sparks	201	Drama
Sam Reid	212	Biography
Poppy Montgomery	654	Drama
Ulrich Tukur	63	Drama
Burghart Klaußner	43	Drama
Leonie Benesch	16	Drama
Anna Harr	290	Horror
James Cullen Bressack	161	Horror
Nick Cassavetes	415	Action
James Hetfield	364	Music
Mackenzie Gray	253	Music
Lars Ulrich	151	Music
Nora von Waldstätten	30	Biography
Katharina Schüttler	30	Biography
Takuya Kimura	84	Thriller
Simón Andreu	35	Thriller
Shawn Yue	32	Thriller
Mark Moses	353	Drama
Greg Nicotero	1000	Horror
John Amplas	177	Horror
Joseph Pilato	83	Horror
Kevork Malikyan	69	Action
Brigitte Nielsen	312	Action
Cassie Ventura	158	Drama
Mari Koda	152	Drama
Luis Rosado	129	Drama
Hakeem Kae-Kazim	242	Drama
Henry Ian Cusick	866	Drama
Vondie Curtis-Hall	170	Drama
Jessica Lowndes	1000	Thriller
Kirk Fox	109	Crime
Shawn Andrews	67	Crime
Rob Campbell	50	Crime
Elaine Cassidy	203	Thriller
Eric Sykes	83	Fantasy
Carrie Henn	626	Action
Jeremy Brett	453	Drama
Rex Harrison	272	Drama
Theodore Bikel	244	Drama
Patrick Gallagher	306	Adventure
Chris Moss	33000	Comedy
Owain Yeoman	459	Comedy
Jay Chandrasekhar	422	Comedy
Betsy Russell	298	Horror
Chris Kattan	357	Comedy
Erik Knudsen	583	Drama
Morgan Saylor	427	Biography
Valente Rodriguez	234	Biography
Diana Maria Riva	89	Biography
Shad Moss	826	Comedy
Adam Boyer	503	Comedy
Malika	104	Comedy
Ben Platt	746	Comedy
Megyn Price	323	Comedy
Kevin Clash	436	Adventure
Caroll Spinney	142	Adventure
Ava Gardner	715	Drama
David Niven	490	Adventure
John Ireland	86	Drama
Elizabeth Blackmore	150	Horror
Ellen Sandweiss	58	Horror
Harland Williams	503	Comedy
Rachel Dratch	399	Comedy
DeRay Davis	328	Drama
Clé Bennett	122	Drama
Conrad Coates	66	Drama
Clyde Kusatsu	161	Drama
Jake Wood	96	Drama
Tippi Hedren	634	Adventure
Brenda Fricker	214	Biography
David Murray	96	Biography
Gerard McSorley	71	Drama
Carlos Bardem	55	Crime
Chris Andrew Ciulla	215	Comedy
Mary Mouser	168	Adventure
Jan-Michael Vincent	642	Sci-Fi
Paul Winfield	255	Sci-Fi
Julianna Guill	465	Horror
Rick Gomez	152	Horror
Tim Williams	62	Horror
Griffin Dunne	165	Comedy
Matt Servitto	260	Biography
Tamara Tunie	508	Crime
Laurence Fox	281	Biography
Danny Strong	714	Comedy
Samm Levine	433	Comedy
Bruno Kirby	227	Comedy
Gretchen Palmer	73	Comedy
Harley Jane Kozak	62	Comedy
Jack Warden	359	Drama
Ron Lester	255	Comedy
Mark Walters	35	Comedy
Rachel Brosnahan	389	Drama
Vincent Walsh	118	Drama
Finn Ireland	107	Drama
Ivana Baquero	634	Drama
Maribel Verdú	269	Drama
Sergi López	250	Drama
Jessika Van	921	Drama
Angell Conwell	522	Crime
Bolo Yeung	633	Action
Alonna Shaw	67	Action
Kamel Krifa	51	Action
Joe Cornish	115	Action
Gustaf Skarsgård	908	Action
Tsianina Joelson	95	Comedy
Marc Donato	450	Drama
Cynthia Stevenson	271	Comedy
Tracey Walter	324	Comedy
Don Pardo	410	Comedy
Ruby Jerins	238	Drama
Alexandra Holden	326	Comedy
Trent Ford	258	Drama
Brad William Henke	363	Drama
Farrah Fawcett	1000	Comedy
Karl Malden	416	Drama
Brian Keith	316	Action
Shannon Tweed	322	Comedy
Jon Polito	309	Action
Robin Weigert	295	Drama
Angela Sarafyan	310	Drama
Lynn Redgrave	258	Drama
Tuppence Middleton	888	Drama
Michel Galabru	27	Comedy
Jodie Whittaker	304	Drama
Paz de la Huerta	488	Drama
Emily Alyn Lind	289	Drama
Justin Kirk	945	Comedy
Ivan Sergei	613	Comedy
Tanya van Graan	170	Crime
Conrad Kemp	44	Crime
Steven Van Zandt	422	Comedy
Trond Fausa	57	Comedy
Tommy Karlsen	15	Comedy
David Alpay	232	Drama
Marie-Josée Croze	150	Drama
Charles Aznavour	125	Drama
William Shockley	518	Drama
Carole Bouquet	235	Action
Ryôko Hirosue	46	Action
Michel Muller	17	Action
Dustin Milligan	499	Comedy
Adrian Pasdar	555	Action
Chen Chang	103	Action
Pei-Pei Cheng	21	Action
Sihung Lung	5	Action
Ara Celi	158	Drama
Hugh O'Brian	247	Comedy
Bex Taylor-Klaus	460	Crime
Bobby Campo	292	Crime
Jason Wiles	260	Crime
Rae Dawn Chong	581	Drama
Nicole Dionne	94	Action
Ji-won Ha	80	Action
Kyung-gu Sol	13	Action
Allen Leech	305	Biography
Levon Helm	572	Drama
Megan Charpentier	340	Fantasy
Isabelle Nélisse	250	Fantasy
Jackson Nicoll	925	Comedy
Georgina Cates	38	Comedy
Grasie Mercedes	27	Comedy
Sylvia Syms	48	Biography
Glenn Shadix	217	Comedy
Jessica Raine	259	Drama
Tessa Thompson	431	Horror
Lee Majors	799	Comedy
Clayton Snyder	925	Adventure
Adam Lamberg	738	Adventure
Allison Tolman	562	Comedy
Rae'Ven Kelly	90	Biography
Virginia Capers	22	Biography
Dororthy Thorton	2	Biography
JoAnna Garcia Swisher	983	Comedy
William Petersen	883	Drama
Claude Rains	607	Drama
Martha MacIsaac	616	Crime
André the Giant	594	Adventure
Russ Tamblyn	228	Crime
Kali Rocha	106	Comedy
Jessie T. Usher	116	Drama
Ser'Darius Blain	100	Drama
Luke Benward	807	Comedy
Mitchell Ryan	141	Thriller
Kim Director	193	Adventure
Erica Leerhsen	184	Adventure
Kurt Loder	162	Adventure
Rachel True	328	Drama
Brenda Strong	266	Drama
Sierra McCormick	512	Adventure
Hutch Dano	316	Adventure
Jason Spevack	125	Adventure
Nicole Ari Parker	360	Drama
Nina Hartley	170	Drama
Joss Ackland	232	Action
Danny Pino	786	Drama
Joey Lawrence	786	Horror
Firass Dirani	239	Action
Cinda McCain	646	Drama
Angelo Anthony Pizza	619	Crime
Akie Kotabe	614	Action
Jason Priestley	471	Drama
Geneviève Bujold	159	Drama
George C. Scott	654	Drama
Nina Hoss	164	Crime
Homayoun Ershadi	123	Crime
Yuri Lowenthal	354	Adventure
Cam Clarke	173	Adventure
Phil Vischer	23	Adventure
The Edge	67	Documentary
Larry Mullen Jr.	44	Documentary
Adrian Paul	786	Action
Adam Copeland	377	Action
Kevin Gage	366	Drama
Keith Allen	66	Drama
Sandra Nelson	65	Biography
Kyla Pratt	417	Adventure
Shirley Douglas	47	Adventure
Daniel Wu	353	Action
Nicole de Boer	319	Mystery
Chris Bruno	186	Drama
Khandi Alexander	556	Drama
Michael Michele	274	Crime
Dan Futterman	254	Drama
Marla Sokoloff	612	Comedy
Estelle Parsons	224	Fantasy
Elizabeth Berrington	65	Comedy
Anna Madeley	49	Comedy
Eric Godon	39	Comedy
Diahann Carroll	426	Drama
Conleth Hill	386	Comedy
Guillermo Arriaga	289	Adventure
Corbin Bernsen	1000	Comedy
Chris Geere	220	Drama
Anna Silk	857	Drama
Mac McDonald	25	Crime
Mike Muscat	90	Adventure
Thomas Stroppel	192	Drama
Kalim Chandler	134	Drama
Amber Marie Bollinger	46	Drama
Brigitte Helm	136	Drama
Gustav Fröhlich	23	Drama
Rudolf Klein-Rogge	18	Drama
Dany Verissimo-Petit	58	Action
Satoshi Tsumabuki	56	Action
Konstantin Lavronenko	20	Drama
Vladimir Garin	13	Drama
Nataliya Vdovina	9	Drama
Nirut Sirichanya	64	Action
Petchtai Wongkamlao	45	Action
Sarunyu Wongkrachang	7	Action
JJ Feild	794	Drama
Gina Bellman	476	Action
Conrad Dunn	40	Action
Aubrey Poo	2	Biography
Edward Fox	125	Action
Gael Le Cornec	165	Comedy
Hans Matheson	627	Drama
Lucy Gaskell	55	Action
Steven Elder	51	Action
Maximilian Dirr	61	Biography
Rodrigo De la Serna	57	Biography
Ferdinando Vetere	50	Biography
Yasuaki Kurata	19	Action
Linus Roache	303	Biography
Arben Bajraktaraj	121	Drama
Sharon Leal	467	Drama
Bart Shatto	124	Drama
Jeremy Davies	769	Drama
Jean-Marc Barr	236	Drama
Anil Kapoor	668	Drama
Saurabh Shukla	56	Drama
Ayush Mahesh Khedekar	40	Drama
Lois Smith	276	Drama
Joe Flaherty	176	Comedy
John Meillon	57	Action
Chad Bishop	277	Action
Malik Yoba	496	Adventure
Jensen Ackles	10000	Horror
Caroline Munro	456	Action
Barbara Bach	238	Action
Amy Bruni	155	Documentary
Steve Gonsalves	130	Documentary
Jason Hawes	84	Documentary
Susan Hogan	25	Adventure
Olivia Colman	583	Biography
Mike Nawrocki	12	Adventure
Shelby Vischer	8	Adventure
Maya Angelou	279	Drama
Roger Guenveur Smith	266	Action
Gino Salvano	111	Action
Allen Payne	364	Comedy
Linda Blair	931	Horror
Lance Gross	849	Comedy
Paolo Seganti	55	Comedy
Bethany Joy Lenz	855	Fantasy
Eliza Coupe	490	Comedy
Kane Hodder	935	Horror
Lexa Doig	489	Action
China Chow	169	Comedy
Osric Chau	635	Adventure
Emmanuelle Seigner	413	Biography
Isaach De Bankolé	177	Biography
Jane Adams	280	Drama
Noam Jenkins	191	Drama
Tovah Feldshuh	113	Drama
Bonnie Henna	15	Biography
Melissa Sagemiller	159	Drama
Angela Featherstone	102	Drama
Candace Kroslak	102	Drama
Todd Boyce	15	Biography
Nigel Whitmey	5	Biography
Behrouz Vossoughi	324	Action
Ruth Sheen	44	Drama
Karl Johnson	43	Biography
Sara Forestier	74	Drama
Edouard Baer	59	Drama
Ulrich Mühe	284	Drama
Woo-sung Jung	149	Action
Kelly Lin	21	Action
John Gallagher Jr.	338	Drama
Diora Baird	378	Comedy
Elisa Donovan	201	Comedy
Krystyna Janda	20	Drama
Olaf Lubaszenko	3	Drama
Olgierd Lukaszewicz	2	Drama
Stephen Marcus	230	Biography
Amelia Warner	170	Biography
Jacek Koman	70	Action
Marian Dziedziel	2	Action
Jaroslaw Boberek	2	Action
Bruno Ganz	653	Biography
Belén Rueda	273	Drama
Lola Dueñas	114	Drama
Tamar Novas	93	Biography
Paul Brannigan	50	Drama
Alison Chand	21	Drama
Stephanie Danielson	391	Comedy
Sean Kingston	69	Documentary
Boys II Men	41	Documentary
Fredro Starr	237	Drama
Tuesday Knight	130	Fantasy
Rodney Eastman	125	Fantasy
Brooke Bundy	54	Fantasy
Brighton Sharbino	3000	Drama
Patrick Wayne	439	Action
Andrew Keegan	835	Drama
Gene Simmons	301	Comedy
Sedona Legge	2	Drama
Antonio Sabato Jr.	459	Action
Charlotte Sullivan	388	Drama
Jenny Agutter	659	Fantasy
Greg Germann	435	Drama
Kate del Castillo	345	Crime
Henry Simmons	334	Crime
Elina Alminas	149	Drama
Sonoya Mizuno	145	Drama
Corey Johnson	123	Drama
Orson Bean	216	Comedy
Teo Halm	803	Adventure
Ella Wahlestedt	587	Adventure
Jason Gray-Stanford	140	Adventure
Rolando Molina	525	Drama
Yuki Matsuzaki	378	Drama
Kazunari Ninomiya	85	Drama
Shidô Nakamura	78	Drama
David Dencik	94	Action
Lena Endre	75	Action
Justin Chon	552	Comedy
Josie Loren	528	Comedy
Sarah Wright	499	Comedy
Catalina Sandino Moreno	280	Drama
Kathryn Morris	573	Drama
Sarita Choudhury	257	Drama
Daniel Auteuil	370	Drama
Yves Jacques	8	Drama
Meghan Heffern	153	Drama
Natalie Lisinska	73	Drama
Paul Mazursky	150	Comedy
Ezra Miller	3000	Drama
Ian Gomez	155	Action
Thomas Ian Griffith	147	Action
John Boyega	1000	Action
Luke Treadaway	305	Action
Jelena Jovanova	306	Drama
Nikola Djuricko	164	Drama
Branko Djuric	116	Drama
Tara Platt	461	Crime
Dean Dawson	81	Action
Jung-jae Lee	29	Action
Steve Irwin	477	Action
Dameon Clarke	170	Biography
Louis Herthum	157	Biography
Annie Golden	113	Biography
Everett McGill	201	Drama
Gary Schwartz	91	Adventure
Gabriel Millman	13000	Drama
Rob Morrow	355	Drama
Hannah Murray	1000	Drama
Jude Ciccolella	99	Crime
Julian Morris	1000	Horror
Margo Harshman	668	Horror
Mary Astor	185	Adventure
Ronald Colman	135	Adventure
Richard Johnson	77	Drama
Sheila Hancock	32	Drama
Cara Horgan	18	Drama
Björk	322	Crime
Vincent Gallo	787	Drama
Christian Campbell	168	Crime
Gabriel Damon	320	Adventure
Bill Erwin	191	Adventure
Min-sik Choi	717	Drama
Bin Won	517	Action
Lee J. Cobb	259	Horror
Robert Shaw	559	Drama
Lambert Wilson	186	Comedy
Charlotte Lewis	148	Action
Ally Sheedy	793	Sci-Fi
Alex Veadov	93	Action
Jason Cottle	17	Action
Rorke Denver	11	Action
Josh Henderson	920	Crime
Sid Haig	1000	Horror
Ashley Hinshaw	371	Drama
Amy Irving	194	Drama
Steven Hill	122	Drama
Britney Spears	1000	Comedy
Katherine Boecher	188	Comedy
Dave Allen	135	Comedy
Kirby Bliss Blanton	329	Comedy
Oliver Cooper	281	Comedy
Bill Hickman	78	Biography
Jerry Nelson	94	Comedy
Lexie Contursi	28	Documentary
Ashley Ashida Dixon	9	Documentary
Anthony Burrell	8	Documentary
Nat Wolff	733	Drama
Talia Shire	452	Horror
Richard Dysart	122	Horror
Robert Foxworth	79	Horror
Kathryn Erbe	301	Drama
Lusia Strus	282	Horror
Kelvin Taylor	939	Action
Viva Bianca	898	Action
Mare Winningham	482	Biography
Peter Hermann	322	Drama
Tammin Sursok	836	Comedy
Joanna 'JoJo' Levesque	826	Comedy
Dichen Lachman	717	Comedy
Meg Crosbie	376	Drama
Lark Voorhies	324	Comedy
Bill Irwin	471	Drama
John Colicos	85	Crime
Martin Semmelrogge	21	Adventure
Herbert Grönemeyer	18	Adventure
Tom Hughes	565	Drama
Zhengyong Zhang	4	Action
Gary Weeks	452	Sci-Fi
Jonny Weston	328	Sci-Fi
Sofia Black-D'Elia	265	Thriller
Veronika Dash	223	Biography
Tammy Blanchard	192	Drama
Sherman Hemsley	654	Comedy
Aleksa Palladino	255	Comedy
Greg Mottola	99	Comedy
Jill Clayburgh	433	Comedy
Kelly Clarkson	281	Comedy
Brian Dietzen	251	Comedy
Nick Damici	65	Mystery
Susan Gardner	48	Mystery
Samantha Ivers	103	Drama
Paul Gleason	212	Adventure
Toni Servillo	211	Drama
Sabrina Ferilli	98	Drama
Serena Grandi	70	Drama
Michael Harding	165	Comedy
Jake Richardson	77	Comedy
Mia Wasikowska	3000	Drama
Harmony Korine	520	Drama
David Richmond-Peck	60	Crime
Erin Boyes	46	Crime
Timothy Webber	18	Crime
Eamonn Walker	706	Adventure
Alicja Bachleda	289	Drama
James Shigeta	403	Crime
Andy Davoli	146	Comedy
Marcell Nagy	9	Drama
Péter Fancsikai	2	Drama
Bálint Péntek	0	Drama
Ni Yan	4	Drama
Dahong Ni	3	Comedy
Yuanyuan Gao	32	Drama
Ryu Kohata	3	Drama
Rebecca Black	188	Action
Meisa Kuroki	33	Action
Hiroyuki Ikeuchi	16	Action
Kenneth Cranham	111	Action
Ana Imnadze	18	Action
Rachael Carpani	181	Fantasy
Michael Dorman	168	Fantasy
Emma Lung	42	Fantasy
Kelly LeBrock	445	Drama
Alexandra Callas	247	Drama
Connor Corum	116	Biography
Gary Daniels	551	Family
Matt Marr	85	Family
Ginger Jensen	84	Family
Denise Crosby	426	Fantasy
Tatsuo Matsumura	15	Drama
Tetsu Watanabe	6	Drama
Akira Terao	4	Drama
Wei Tang	215	Drama
Hailu Qin	2	Drama
Harry Carey Jr.	281	Western
Zach Galligan	233	Fantasy
Peter Cushing	1000	Action
Jason Mantzoukas	411	Comedy
Klaus Kinski	396	Drama
Wagner Moura	585	Drama
Selton Mello	68	Adventure
Daniel Zettel	14	Adventure
Jack McGee	238	Biography
Lane Smith	633	Comedy
Zoe Ventoura	84	Action
Christopher Sommers	32	Action
John Enos III	465	Crime
Lauren German	683	Drama
Robert Prosky	191	Crime
Eric Mabius	637	Drama
Shawnee Smith	651	Horror
George Newbern	647	Horror
Sid Caesar	898	Comedy
Alicia Keys	551	Drama
Peter Berg	532	Comedy
Steven Bauer	636	Crime
Gabrielle Carteris	330	Crime
Louise Fletcher	425	Drama
Bud Cort	394	Horror
Fiona Glascott	55	Drama
Eva Birthistle	54	Drama
Hardy Krüger	111	Adventure
Sheridan Smith	156	Comedy
Pauline Collins	123	Comedy
Patricia Tallman	901	Comedy
Jim Rash	424	Comedy
Kevin Tighe	472	Drama
Alan Van Sprang	147	Drama
Scott Handy	109	Biography
Jimi Mistry	183	Comedy
Alex Karpovsky	272	Drama
Wayne Pygram	163	Adventure
Lisa Pelikan	40	Adventure
Samantha Eggar	104	Drama
Phyllida Law	60	Biography
David Kennedy	35	Biography
Angus Barnett	22	Biography
Geoff Bell	405	Crime
Scott Patterson	357	Horror
John Cassavetes	917	Drama
Britt Ekland	199	Crime
Lina Esco	79	Comedy
Alix Freihage	19	Comedy
John Howard	172	Crime
Deborra-Lee Furness	71	Crime
Max Cullen	48	Crime
Shah Rukh Khan	8000	Drama
John Abraham	1000	Drama
Preity Zinta	860	Drama
Tom Cullen	507	Drama
Francesc Pagès	132	Horror
Keir Dullea	273	Adventure
Gary Lockwood	117	Adventure
Glenn Beck	73	Adventure
Dee Wallace	725	Horror
Raoul Max Trujillo	194	Adventure
Kelli Williams	446	Comedy
Antonia Thomas	381	Comedy
Johnny Flynn	102	Comedy
Hannah Britland	44	Comedy
Arjun Rampal	564	Comedy
Boman Irani	154	Comedy
Riteish Deshmukh	119	Comedy
Taylor Handley	362	Drama
Santiago Cabrera	639	Drama
Karin Viard	68	Drama
Eric Elmosnino	29	Comedy
François Damiens	24	Comedy
Glen Powell	571	Thriller
Leigh Whannell	482	Horror
Clare Kramer	229	Comedy
Richard Beymer	249	Drama
Eddie Albert	196	Drama
Ted Raimi	634	Horror
Frances Bay	491	Comedy
Patricia Belcher	322	Horror
Al Leong	730	Sci-Fi
Ron Moody	275	Drama
Jack Wild	139	Drama
Andrew Lawrence	563	Animation
Dabney Coleman	345	Comedy
Tina Turner	794	Action
Angelo Rossitto	60	Sci-Fi
Vernon Wells	745	Action
Stephanie Lemelin	130	Horror
Hayley Kiyoko	542	Fantasy
Vanity	841	Action
Jeff Fahey	535	Horror
Austin O'Brien	211	Horror
Sal Lopez	73	Comedy
Shiri Appleby	855	Drama
Tom Waits	699	Crime
Isiah Whitlock Jr.	190	Adventure
Laila Haley	1000	Horror
Jaden Klein	220	Horror
Johnny Whitworth	448	Horror
Richard Lynch	324	Action
Eddie Jones	53	Action
Tina Desai	220	Comedy
Ronald Pickup	111	Comedy
Charlie Murphy	203	Drama
Steve Oedekerk	176	Action
Simon Rhee	67	Action
Jennifer Tung	39	Action
Reba McEntire	651	Comedy
Michael Gross	536	Comedy
Lindy Booth	683	Horror
Byron Mann	258	Action
Carlos Alazraqui	307	Comedy
Harry Styles	773	Documentary
Zayn Malik	734	Documentary
Niall Horan	547	Documentary
Chase Ellison	772	Drama
Chad Allen	232	Adventure
Jack Guzman	30	Adventure
Jasper Cole	1000	Action
Rob Huebel	172	Comedy
Michaela Conlin	1000	Comedy
Tamara Taylor	476	Comedy
Johanna Braddy	581	Horror
Lee Tergesen	444	Action
Johannes Silberschneider	24	Drama
Clotilde Mollet	3	Drama
Carlo Cecchi	2	Drama
Iddo Goldberg	269	Comedy
India de Beaufort	231	Comedy
Jillian Estell	664	Drama
Toby Huss	342	Adventure
François Chau	294	Adventure
Evan Ross	616	Drama
Flavio Parenti	144	Drama
Waris Ahluwalia	110	Drama
Alba Rohrwacher	72	Drama
Lesley Ann Warren	296	Drama
Dennis Burkley	311	Action
Tim DeKay	436	Drama
Gillian White	1000	Comedy
Eoin Macken	533	Horror
Stephanie Vogt	35	Horror
Gen Seto	4	Horror
Maria Dizzia	139	Comedy
Dree Hemingway	64	Comedy
Eddie 'Piolin' Sotelo	252	Drama
Robert Peters	221	Drama
Naseeruddin Shah	307	Romance
Rekha	200	Romance
Sharat Saxena	45	Action
Scott A. Martin	414	Crime
Carol Sutton	251	Crime
Robert Pralgo	688	Drama
Norah Jones	329	Drama
Adriane Lenox	20	Drama
George DiCenzo	54	Drama
Sergej Trifunovic	175	Action
Karen Mok	83	Action
Cheryl Tiegs	96	Drama
Anna Vareschi	0	Drama
Michel Serrault	28	Comedy
Numan Acar	374	Biography
Claire Foy	362	Biography
Haluk Bilginer	241	Biography
Aitana Sánchez-Gijón	130	Drama
Romane Bohringer	34	Drama
Lubna Azabal	131	Drama
Kip Pardue	374	Comedy
Larry Fessenden	83	Comedy
