Movie	title_year	duration	gross	genres	plot_keywords	language	content_rating	budget	country	aspect_ratio	color	movie_imdb_link	imdb_score	num_critic_for_reviews	num_user_for_reviews	num_voted_users	facenumber_in_poster	director_facebook_likes	cast_total_facebook_likes	movie_facebook_likes
Happiness	1998	134	3000000	Comedy	ensemble cast|episodic structure|satire|social satire|suburb	English		3000000	USA	1.85	Color	http://www.imdb.com/title/tt0147612/?ref_=fn_tt_tt_1	7.8	148	499	55329	9	377	36859	0
DysFunktional Family	2003	89	2223990	Comedy	african american|family relationships|stand up comedian|stand up comedy	English	R	3000000	USA	1.85	Color	http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1	6.6	23	14	761	1	269	539	26
Tusk	2014	102	1821983	Comedy	canada|human becoming an animal|mad scientist|part of trilogy|walrus	English	R	3000000	USA	2.35	Color	http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1	5.4	254	261	31089	0	0	43810	20000
Oldboy	2003	120	2181290	Drama	brother sister relationship|hypnosis|imprisonment|love|revenge	Korean	R	3000000	South Korea	2.35	Color	http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1	8.4	305	809	356181	0	0	852	43000
Letters to God	2010	110	2848578	Drama	cancer|faith|hope|letter|prayer	English	PG	3500000	USA	1.78	Color	http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1	6.3	19	65	3942	0	13	1567	0
Hobo with a Shotgun	2011	86	703002	Action	hobo|pedophile|rampage|shotgun|vigilante	English	Not Rated	3000000	Canada	2.35	Color	http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1	6.1	272	230	37495	4	59	1249	37000
Compadres	2016	101	3105269	Action		English	R	3000000	Mexico		Color	http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1	5.0	5	8	368	2	0	1335	174
Freeway	1996	102		Comedy	freeway|nightmare|police|school|trailer park	English	R	3000000	USA	1.85	Color	http://www.imdb.com/title/tt0116361/?ref_=fn_tt_tt_1	6.9	65	196	22246	1	9	1663	0
Love's Abiding Joy	2006	87	252726	Drama	19th century|faith|mayor|ranch|sheriff		PG	3000000	USA		Color	http://www.imdb.com/title/tt0785025/?ref_=fn_tt_tt_1	7.2	5	18	1289	0	84	2715	76
Fish Tank	2009	123	373060	Drama	15 year old|dancing|essex|little sister|suburb	English	Not Rated		UK	1.33	Color	http://www.imdb.com/title/tt1232776/?ref_=fn_tt_tt_1	7.3	248	112	47385	0	121	13636	0
Damsels in Distress	2011	99	1007535	Comedy	college|college campus|dance craze|depression|fraternity	English	PG-13		USA	1.85	Color	http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1	5.7	152	54	7625	5	89	2452	0
Creature		173		Horror	author cameo|family relationships|island|monster|two part tv movie	English			USA	1.78	Color	http://www.imdb.com/title/tt0156205/?ref_=fn_tt_tt_1	5.0	10	33	2011	3		3149	518
Bachelorette	2012	87	418268	Comedy	bachelorette party|drug use|high school|overdose|wedding dress	English	R	3000000	USA	2.35	Color	http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1	5.3	156	129	37156	3	21	8353	0
BrainDead		44		Comedy	brains|exploding head|politician|swarm behavior|washington d.c.	English			USA	16.0	Color	http://www.imdb.com/title/tt4877736/?ref_=fn_tt_tt_1	7.9	7	28	2948	0		1551	3000
Brave New Girl	2004	120		Drama	based on a book|based on a novel|made for tv movie|music school|support	English	PG-13		USA		Color	http://www.imdb.com/title/tt0403118/?ref_=fn_tt_tt_1	5.0	1	27	758	2	40	2330	47
Tim and Eric's Billion Dollar Movie	2012	93	200803	Comedy	film in film|man with glasses|reference to steven spielberg|self referential|shopping mall	English	R	3000000	USA	1.78	Color	http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1	5.3	82	71	7988	3	78	1467	0
The Grand		60		Drama	concierge|front desk|hotel|maid|prostitute	English			UK	1.33	Color	http://www.imdb.com/title/tt0118327/?ref_=fn_tt_tt_1	7.6	4	20	437	0		158	450
Summer Storm	2004	98	95016	Comedy	friend|friendship|rowing|storm|summer camp	German	R	2700000	Germany	1.85	Color	http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1	7.4	40	56	11074	0	7	362	442
Fort McCoy	2011	100	73678	Drama		English	R	3000000	USA		Color	http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1	5.9	8	8	266	1	27	4374	348
Chain Letter	2009	88	143000	Horror	blood splatter|chain|murder|mysterious killer|warning	English	R	5000000	USA	2.35	Color	http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1	4.1	63	48	4122	0	26	1495	0
Just Looking	1999	97	39852	Comedy	1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying	English	R	3000000	USA	1.85	Color	http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1	6.7	20	25	1238	1	700	1030	117
The Divide	2011	122	22000	Drama	doggystyle sex|rough sex|sodomy|torture|violent sex	English	R	3000000	Germany	2.35	Color	http://www.imdb.com/title/tt1535616/?ref_=fn_tt_tt_1	5.8	174	226	30511	4	87	4920	0
The Eclipse	2009	86	128937	Drama	ghost|irish|kissing|novelist|widower	English	R		Ireland	1.85	Color	http://www.imdb.com/title/tt1346961/?ref_=fn_tt_tt_1	6.2	90	31	2437	0	0	975	580
Demonic	2015	83		Horror	death|detective|house|missing|supernatural	English	R	3000000	USA		Color	http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1	5.3	58	39	7358	1	8	4756	0
My Big Fat Independent Movie	2005	80		Comedy	independent film|spoof	English	R	3000000	USA	1.78	Color	http://www.imdb.com/title/tt0385890/?ref_=fn_tt_tt_1	3.3	14	24	1257	1	0	313	48
The Deported	2009	90		Comedy	actor|italian american|mexico|orphan|usa	English	PG-13	3000000	USA	1.85	Color	http://www.imdb.com/title/tt1390404/?ref_=fn_tt_tt_1	6.2		1	62	1	66	3882	54
Tanner Hall	2009	96	5005	Drama	boarding school|coming of age|female friendship|lesbian|new england	English	R	3000000	USA		Color	http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1	5.9	21	14	2280	2	15	1929	448
Open Road	2013	85		Action	dealer|drugs|killer|police	English		3000000	Brazil	2.35	Color	http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1	5.5	9	9	1370	3	74	844	433
They Came Together	2014	83		Comedy	halloween party|new york city|racism|romcom|spoof	English	R		USA	1.85	Color	http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1	5.5	98	85	16987	2	136	7191	0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo	2013	80		Comedy	exorcism|female nudity|haunted house|lesbian kiss|masturbation	English	R	3000000	USA	1.85	Color	http://www.imdb.com/title/tt2417650/?ref_=fn_tt_tt_1	2.6	29	13	2978	0	19	845	2000
Never Back Down 2: The Beatdown	2011	90		Action	bad cop|college|second part|sequel|wrestler	English	R	3000000	USA	1.85	Color	http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1	5.8	23	30	13599	3	2000	3666	6000
Point Blank	1967	92		Crime	criminal|gangster|money|revenge|violence	English	Approved	3000000	USA	2.35	Color	http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1	7.4	87	128	13640	0	128	2715	3000
Four Single Fathers	2009	100		Comedy	number in title|single father	Italian		3000000	Italy		Color	http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1	5.1	2	1	118	0	3	2890	32
Enter the Dangerous Mind	2013	88		Thriller	dubstep|tied feet	English		800000	USA	2.35	Color	http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1	5.2	17	9	704	0	8	4469	406
Something Wicked	2014	95		Drama	eugene oregon|independent film|obsession	English	R	3000000	USA			http://www.imdb.com/title/tt1327601/?ref_=fn_tt_tt_1	4.8	7	15	976	2	39	3024	395
AWOL-72	2015	82		Thriller	police officer|police officer taken hostage	English	R	3000000	USA		Color	http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1	3.9	6	8	520	4	9	4092	398
Iguana	1988	97		Adventure	19th century|based on novel|disfigurement|harpooner|independent film	English		3000000	Italy	1.85	Color	http://www.imdb.com/title/tt0095354/?ref_=fn_tt_tt_1	6.2	9	9	240	1	96	277	37
Chicago Overcoat	2009	94		Action	detective|killer|police|shootout|thong	English	R	3000000	USA	1.78	Color	http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1	6.2	11	14	706	3	0	1989	229
Barry Munday	2010	95		Comedy	doctor|letter|paternity|sex|testicles	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0482461/?ref_=fn_tt_tt_1	5.9	34	20	3443	2	7	3648	480
Central Station	1998	113	5595428	Drama	brazil|letter|rio de janeiro brazil|sertao|teacher	Portuguese	R	2900000	Brazil	2.35	Color	http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1	8.0	71	257	28951	0	179	167	0
Pocketful of Miracles	1961	136		Comedy	1930s|apple|dude|luck|new york city	English	Approved	2900000	USA	2.35	Color	http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1	7.3	21	40	4313	2	964	2167	612
Close Range	2015	80		Action	corrupt sheriff|drug cartel|flash drive|niece|sheriff	English		3000000	USA		Color	http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1	4.9	28	31	2425	1	81	1517	968
Boynton Beach Club	2005	105	3123749	Comedy	title spoken by character	English	R	1500000	USA	1.85	Color	http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1	6.5	35	27	746	8	39	1231	88
Amnesiac	2014	90		Drama	child in peril|electroshock therapy|memory|memory loss|teenage girl	English		3000000	USA		Color	http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1	4.3	30	15	2157	0	35	423	421
Freakonomics	2010	93	100675	Documentary	cheating|economics|experiment|human nature|sumo wrestling	English	PG-13	3000000	USA		Color	http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1	6.4	73	23	5695	0	4	2305	0
High Tension	2003	89	3645438	Horror	car chase|plot twist|police van|rear ending a car|slasher	French	Unrated	2200000	France	2.35	Color	http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1	6.8	251	539	55040	1	192	923	0
Griff the Invisible	2010	90		Comedy	alter ego|awkwardness|office|scientist|superhero	English	PG-13		Australia	1.85	Color	http://www.imdb.com/title/tt1509803/?ref_=fn_tt_tt_1	6.1	57	32	4173	1	18	362	0
Unnatural	2015	89		Action	alaska|climate change|global|polar bear|scientific	English	R	3000000	USA	2.35	Color	http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1	4.0	14	17	859	0	6	964	369
Hustle & Flow	2005	116	22201636	Crime	baby|friend|hip hop|pimp|stripper	English	R	8000000	USA	1.85	Color	http://www.imdb.com/title/tt0410097/?ref_=fn_tt_tt_1	7.4	159	206	33567	1	153	727	0
Some Like It Hot	1959	120	25000000	Comedy	all girl band|band|cross dressing|musician|yacht	English	Not Rated	2883848	USA	1.66	Black and White	http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1	8.3	181	350	175196	2	0	527	10000
Friday the 13th Part VII: The New Blood	1988	88	19170001	Horror	death|jason voorhees|massacre|slaughter|telekinesis	English	R	2800000	USA	1.85	Color	http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1	5.3	110	270	21359	0	152	1855	0
The Wizard of Oz	1939	102	22202612	Adventure	evil witch|tornado|witch|wizard|wizard of oz	English	Passed	2800000	USA	1.37	Black and White	http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1	8.1	213	533	291875	3	149	2509	14000
Young Frankenstein	1974	106	86300000	Comedy	assistant|castle|experiment|frankenstein's monster|scientist	English	PG	2800000	USA	1.85	Black and White	http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1	8.0	129	315	112671	0	0	2703	14000
Diary of the Dead	2007	95	952620	Horror	barn|film student|hospital|mummy|video camera	English	R	2000000	USA	1.85	Color	http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1	5.7	280	332	40800	0	0	1797	0
Lage Raho Munna Bhai	2006	144		Comedy	love|professor of history|radio|satyagraha|unscrupulous builder	Hindi	PG-13	120000000	India	2.35	Color	http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1	8.2	15	106	27569	0	124	1761	349
Ulee's Gold	1997	113	9054736	Drama	beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair	English	R	2700000	USA	1.66	Color	http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1	7.1	61	57	5744	1	9	787	381
The Black Stallion	1979	118		Adventure	black horse|boy horse relationship|horse|rescued by a horse|training	English	G	2700000	USA	1.85	Color	http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1	7.4	33	90	8856	0	19	681	0
Sardaar Ji	2015	141		Romance		Panjabi		3000000	Canada		Color	http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1	6.6	1	8	745	2	2	434	50
Journey to Saturn	2008	90		Action	crew|cult film|denmark|earth|wristwatch	Danish	Not Rated		Denmark	1.85	Color	http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1	5.7	2	6	1828	0	0	197	77
Donovan's Reef	1963	109		Adventure	falling into water|medical doctor|priest|roof leak|swimming in the ocean	English	Not Rated	2686585	USA	1.85	Color	http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1	6.9	27	65	5786	1	673	1949	573
The Dress	1996	95		Comedy	bare breasts|bra|panties|topless female nudity|underwear	Dutch		2650000	Netherlands	1.85	Color	http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1	7.0	19	5	1470	0	53	25	121
A Guy Named Joe	1943	122		Drama	heaven|pilot|teacher|training|world war two	English	Passed	2627000	USA	1.37	Black and White	http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1	7.0	9	27	1553	0	149	2555	116
Blazing Saddles	1974	93	119500000	Comedy	railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874	English	R	2600000	USA	2.35	Color	http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1	7.8	121	363	95294	0	0	4701	12000
Friday the 13th: The Final Chapter	1984	97	32600000	Horror	friday the thirteenth|hockey mask|jason voorhees|morgue|slasher	English	R	1800000	USA	1.85	Color	http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1	5.9	166	326	29488	0	17	467	0
Ida	2013	82	3826455	Drama	convent|jew|jewish|nun|poland	Polish	PG-13		Poland	1.33	Black and White	http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1	7.4	269	123	34643	1	84	205	17000
Maurice	1987	140	3130592	Drama	homosexuality|love|male full frontal nudity|male rear nudity|one word title	English	R	2600000	UK	1.66	Color	http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1	7.8	29	69	10755	1	133	1269	963
Beer League	2006	86	475000	Comedy	baseball|baseball movie|beer|slacker|softball	English	R	2800000	USA		Color	http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1	6.0	20	53	6930	2	3	2753	323
Riding Giants	2004	105	2276368	Documentary	beach|surfing|surfing contest|two word title|wave	English	PG-13		USA		Color	http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1	7.9	74	37	3849	1	147	179	0
Timecrimes	2007	66	38108	Horror	binoculars|hitchcockian|scissors|time machine|woods	Spanish	R	2600000	Spain	1.85	Color	http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1	7.2	173	124	40878	0	76	239	0
Silver Medallist	2009	99		Action	color in title	Mandarin		15000000	China	2.35	Color	http://www.imdb.com/title/tt0851515/?ref_=fn_tt_tt_1	7.4	5	4	1418	1	0	19	30
Timber Falls	2007	100		Horror	hiking|voyeur|voyeurism|west virginia|woods	English	R	2600000	USA	1.85	Color	http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1	5.3	66	47	5012	1	6	1082	254
Singin' in the Rain	1952	103		Comedy	actress|chorus girl|fan|friend|love	English	Approved	2540800	USA	1.37	Color	http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1	8.3	169	568	150020	0	134	2510	0
Fat, Sick & Nearly Dead	2010	97		Documentary	fat|food|health|juice|obese	English		2500000	Australia		Color	http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1	7.6	13	25	6429	2	65	67	10000
A Haunted House	2013	86	40041683	Comedy	hamburger|parody|priest|psychic|woman in a bikini	English	R	2500000	USA	1.85	Color	http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1	5.1	129	107	34620	6	89	3421	0
2016: Obama's America	2012	87	33349949	Documentary	critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment	English	PG	2500000	USA	1.85	Color	http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1	5.1	30	199	9010	0	67	1111	0
That Thing You Do!	1996	149	25809813	Comedy	band|drummer|jazz|pennsylvania|song	English	PG	26000000	USA	1.37	Color	http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1	6.9	75	212	50311	6	15000	28713	0
Halloween III: Season of the Witch	1982	98	14400000	Horror	doctor|factory|halloween|holiday horror|stonehenge	English	R	2500000	USA	2.35	Color	http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1	4.6	162	532	28589	0	24	684	0
Escape from the Planet of the Apes	1971	98		Action	ape|fear|future|spacecraft|spaceship	English	G	2500000	USA	2.35	Color	http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1	6.3	74	92	23546	0	11	2373	819
Hud	1963	112		Drama	alcoholism|forename as title|rancher|rodeo cowboy|texas	English	Approved	2500000	USA	2.35	Black and White	http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1	7.9	65	120	15277	0	58	1141	1000
Kevin Hart: Let Me Explain	2013	75	32230907	Comedy	lying|montreal|reference to twitter|reference to youtube|toronto	English	R	2500000	USA	1.85	Color	http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1	6.7	26	30	6062	0	15	1385	0
My Own Private Idaho	1991	104	6401336	Drama	friend|hustler|italy|narcolepsy|traveling	English	R	2500000	USA	1.78	Color	http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1	7.1	63	153	36996	2	835	19923	0
Garden State	2004	102	26781723	Comedy	actor|doctor|drugs|home|pain	English	R	2500000	USA	2.35	Color	http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1	7.6	205	978	187595	3	0	1655	0
Before Sunrise	1995	105	5400000	Drama	american|conversations|kiss|love|train	English	R	2500000	USA	1.85	Color	http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1	8.1	121	395	183288	1	0	36	22000
Sur le seuil	2003	99		Action	canadian gothic|hospital|murder|paranormal|supernatural	French		3200000	Canada	1.85	Color	http://www.imdb.com/title/tt0380732/?ref_=fn_tt_tt_1	6.6	9	5	1003	0	0	79	39
Jesus' Son	1999	107	1282084	Drama	hospital|love|mennonite|shower|song	English	R	2500000	USA	2.35	Color	http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1	7.0	74	87	6221	1	7	2125	500
Saving Face	2004	96	1186323	Comedy	chinese|chinese american|lesbian love|mother daughter relationship|surgeon	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1	7.6	54	84	7776	0	13	1396	774
Brick Lane	2007	101	1094998	Drama	arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female	English	PG-13		UK	2.35	Color	http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1	6.7	80	29	2560	1	34	150	430
Robot & Frank	2012	89	3325638	Comedy	burglary|dementia|near future|robot|thief	English	PG-13	2500000	USA	2.35	Color	http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1	7.1	252	84	52509	3	14	1980	13000
My Life Without Me	2003	106	395592	Drama	cancer|death|doctor|drinking|love	English	R	2000000	Spain	1.85	Color	http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1	7.6	72	134	21202	1	148	2972	0
The Spectacular Now	2013	95	6851969	Comedy	crying man|high school|high school senior|men's clothing store|party	English	R	2500000	USA	2.35	Color	http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1	7.1	220	178	105591	1	53	10040	10000
Marilyn Hotchkiss' Ballroom Dancing and Charm School	1990	34	333658	Comedy	student film|wonder years	English		34000	USA		Color	http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1	7.1	1	2	97	0	19	1967	16
Religulous	2008	101	12995673	Comedy	catholic|christian|jew|muslim|religion	English	R	2500000	USA	1.78	Color	http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1	7.7	197	345	52286	1	119	338	24000
Fuel	2008	112	173783	Documentary	alternative energy|energy|fuel|green|oil	English	Not Rated	2500000	USA	1.85	Color	http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1	7.6	14	34	578	0	9	1252	588
Valley of the Heart's Delight	2006	100	118666	Drama		English		2500000	USA	1.85	Color	http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1	6.6	3	3	91	7	10	1064	144
Eye of the Dolphin	2006	100	71904	Comedy	dolphin|island|research|tourist|town	English	PG-13	2500000	USA	1.85	Color	http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1	5.7	18	18	806	1	0	1491	140
8: The Mormon Proposition	2010	80	99851	Documentary	church|marriage|mormon|mormon church|proposition	English	R	2500000	USA	1.78	Color	http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1	7.1	28	30	1138	0	0	210	0
The Other End of the Line	2008	106	115504	Comedy	birthday|call center|fiance|hotel|indian	English	PG-13	14000000	UK	2.35	Color	http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1	6.2	22	26	4820	2	8	1739	0
Anatomy	2000	103	5725	Horror	dissection|male pubic hair|medical school|medical student|train	German	R	8400000	Germany	2.35	Color	http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1	6.1	62	110	10220	0	24	163	560
Sleep Dealer	2008	90	75727	Drama	computer|future|mexican immigrant|network|wilhelm scream	Spanish	PG-13	2500000	USA	1.85	Color	http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1	5.9	47	40	5699	0	8	862	0
Super	2010	96	322157	Comedy	drug dealer|superhero|tragedy|tragic hero|tragic love	English	R	2500000	USA	1.85	Color	http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1	6.8	238	203	61787	0	571	4590	19000
Christmas Mail	2010	89		Comedy	boss|holiday|letter|north pole|santa	English	TV-PG	2500000	USA		Color	http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1	5.8	2	7	858	2	20	2579	190
Stung	2015	87		Comedy	catering|monster|one word title|party|wasp	English	Not Rated	2500000	Germany	2.35	Color	http://www.imdb.com/title/tt3300572/?ref_=fn_tt_tt_1	5.0	95	23	3119	0	2	3157	0
Antibirth	2016	94		Horror		English		3500000	USA		Color	http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1	6.3	10	2	63	1	0	2406	89
Get on the Bus	1996	120	5731103	Drama	actor|bus|march|million man march|religion	English	R	2400000	USA	1.85	Color	http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1	6.8	28	35	4100	10	0	5963	352
Thr3e	2006	101	978908	Drama	bound with duct tape|flash forward|number|riddle|stalking	English	PG-13	2400000	Poland	2.35	Color	http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1	5.1	25	90	4057	0	9	2306	250
Idiocracy	2006	84	438653	Adventure	experiment|future|hibernation|stupidity|top secret	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1	6.6	121	434	108052	0	406	1490	79000
The Rise of the Krays	2015	110		Crime		English	R	2500000	UK			http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1	5.0	10	26	1510	0	0	881	0
This Is England	2006	101	327919	Crime	england|racism|racist|skinhead|violence	English	Unrated	1500000	UK	1.85	Color	http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1	7.7	172	192	99177	0	222	3282	11000
Alien Uprising	2012	101		Comedy	acronym in title|period in title|title ends with period	English	R	2500000	UK	2.35	Color	http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1	3.1	20	82	2753	0	15	3132	0
Bathing Beauty	1944	101		Comedy	college|teacher|theatrical producer|tutu|wedding	English	Passed	2361000	USA	1.37	Color	http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1	6.5	8	28	1079	2	24	1627	144
Go for It!	2011	105	178739	Drama	exclamation point in title|imperative in title|punctuation in title|three word title	English	PG-13	2450000	USA	1.85	Color	http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1	3.9	8	10	1015	0	29	1668	566
Dancer, Texas Pop. 81	1998	97	565592	Comedy	best friend|friendship|population|state in title|texas	English	PG		USA	1.85	Color	http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1	6.8	15	63	2189	0	23	2580	500
Show Boat	1951	108		Drama	gambling|interracial marriage|love|miscegenation|showboat	English	Approved	2295429	USA	1.33	Color	http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1	7.0	14	46	3538	3	24	2329	438
Redemption Road	2010	95	27012	Drama	death of loved one|loss of father|loss of loved one|musician|singer	English	PG-13		USA	2.35	Color	http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1	5.9	12	9	440	4	535	3586	279
The Calling	2014	108		Thriller	bouquet|house fire|praying|serial killer|tied to a chair	English	R		USA		Color	http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1	5.8	48	28	6025	2	14	4385	0
The Brave Little Toaster	1987	90		Adventure	journey|obsolescence|radio|toaster|vacuum cleaner	English	Not Rated	2300000	USA		Color	http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1	7.3	17	62	19650	0	115	12359	0
Fantasia	1940	120	76400000	Animation	apprentice|classical music|disney|mouse|orchestra	English	G	2280000	USA	1.37	Color	http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1	7.8	99	230	71321	0	11	16	3000
8 Days	2014	90		Drama		English	PG-13	2500000	USA		Color	http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1	6.9		3	44	1	37	210	224
Friday the 13th Part III	1982	91	36200000	Horror	defecation|hockey mask|jason voorhees|lake|serial killer	English	R	4000000	USA	2.35	Color	http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1	5.7	235	372	31952	0	49	174	0
Friday the 13th: A New Beginning	1985	92	21300000	Horror	jason voorhees|murder|new jersey|nightmare|teenager	English	R	2200000	USA	1.85	Color	http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1	4.7	160	342	22521	0	13	170	1000
The Last Sin Eater	2007	117	379643	Drama	1850s|christian film|dark secret|funeral|sin eater	English	PG-13	2200000	USA	1.85	Color	http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1	5.9	18	29	1573	0	84	2161	285
Do You Believe?	2015	120	12985267	Drama	belief|faith|pastor|question in title|three word title	English	PG-13	2300000	USA		Color	http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1	5.9	11	63	4977	5	16	6752	13000
Impact Point	2008	90		Thriller	championship|hit and run|police|police investigation|volleyball	English	R	2200000	USA		Color	http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1	4.3	11	9	1118	2	0	1651	77
The Valley of Decision	1945	119		Drama	immigrant|maid|steel mill|strike|union	English	Passed	2160000	USA	1.37	Black and White	http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1	7.5	7	29	1314	0	10	1490	68
